,pt,eta,phi,d0,d0Err,dz,dzErr,mass,puppiWeight,puppiWeightNoLep,trkChi2,vtxChi2,charge,lostInnerHits,pdgId,pvAssocQuality,Dummy Label,trkQuality
0,"[0.0683522, 0.16585067, 0.30079558, 0.08330783, 0.05381732, 0.042227663, 0.03870869, 0.03247399, 0.015950123, 0.011866967, 0.009275551, 0.008424495, 0.0047166655, 0.002832868, 0.0022997628, 0.002078632, 0.0012610446, 0.001138526, 0.0010172029, 0.013502142]","[-0.020996094, 0.010498047, 0.017578125, -0.0014648438, -0.015136719, -0.0026855469, -0.05883789, -0.023925781, 0.088134766, -0.16625977, 0.052978516, 0.08154297, -0.38916016, -0.36791992, 0.60253906, -0.2602539, -0.012451172, 0.18432617, -0.41796875, 0.53222656]","[0.018066406, 0.013671875, -0.00024414062, -0.010009766, -0.03100586, -0.033203125, -0.02734375, 0.095214844, 0.28393555, -0.0061035156, -0.00024414062, -0.12915039, -0.51953125, 0.5319824, 0.0146484375, -0.43554688, 0.12475586, 0.095703125, 0.27368164, -0.57666016]","[0.002008438, -0.0017538071, -1.0, -1.0, -0.00096797943, 0.0008087158, -1.0, 0.0022087097, -1.0, -0.0067825317, -1.0, -1.0, 0.080322266, -0.0002696514, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0015077591, 0.002149582, -1.0, -1.0, 0.0017232895, 0.002023697, -1.0, 0.0021343231, -1.0, 0.0044288635, -1.0, -1.0, 0.25561523, 0.011482239, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.003107071, -0.0028095245, -1.0, -1.0, 0.0045051575, 0.0013465881, -1.0, 0.02268982, -1.0, 0.014137268, -1.0, -1.0, 0.10882568, -0.014923096, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0021743774, 0.0021781921, -1.0, -1.0, 0.0025558472, 0.0032024384, -1.0, 0.0029563904, -1.0, 0.00522995, -1.0, -1.0, 0.29370117, 0.011352539, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.13952637, 0.13952637, -1.9073486e-06, -4.7683716e-07, 0.13952637, 0.13952637, -2.3841858e-07, 0.13952637, 0.0, 0.13952637, 5.9604645e-08, -5.9604645e-08, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 1.1920929e-07]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99609375, 1.0, 1.0, 0.99609375, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.011764526]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99609375, 1.0, 1.0, 0.99609375, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.011764526]","[1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, 0.0, -1.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[-1, 1, 0, 0, -1, 1, 0, 1, 0, -1, 0, 0, 1, 1, 1, -1, -1, 1, -1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 2, -1, -1, -1, 1, -1]","[-211, 211, 130, 22, -211, 211, 22, 211, 130, -211, 22, 22, 211, 211, 211, -211, -211, 211, -211, 130]","[7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 1, 7, 1, 6, 7, 1, 7, 7]",0.0,"[5, 5, 0, 0, 5, 5, 0, 5, 0, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0]"
1,"[0.10510299, 0.028792135, 0.14271224, 0.13576779, 0.1428683, 0.047635768, 0.085127965, 0.048025906, 0.018619305, 0.014581382, 0.01394741, 0.013245163, 0.013147628, 0.012172285, 0.012094257, 0.0104361735, 0.008134363, 0.0070322254, 0.006091019, 0.005969101, 0.004523155, 0.004252497, 0.004137894, 0.0041135103, 0.0034332084, 0.002633427, 0.0014288779]","[-0.012451172, -0.018310547, 0.005493164, -0.011230469, -0.014770508, -0.00036621094, 0.013793945, 0.088134766, -0.07104492, 0.01550293, 0.14074707, 0.07922363, 0.12768555, 0.20635986, -0.2874756, -0.1340332, -0.16174316, -0.038085938, 0.09509277, 0.1843872, -0.11608887, -0.31323242, 0.14331055, 0.24542236, -0.27929688, -0.18457031, -0.22521973]","[0.025146484, 0.0073242188, 0.0043945312, 0.0017089844, 0.01586914, 0.029296875, 0.02368164, -0.011474609, 0.018554688, 0.12036133, 0.02758789, 0.1665039, -0.42626953, -0.0036621094, -0.0068359375, -0.10974121, 0.018554688, 0.0625, -0.7425537, 0.2529297, 0.016601562, -0.59936523, -0.4420166, -0.32800293, -0.7128906, -0.383667, -0.43896484]","[0.0004837513, -0.019210815, 0.0011911392, -0.0023498535, -1.0, -0.0016813278, -0.0044288635, -0.00043082237, 0.5317383, -0.00299263, -1.0, -1.0, 0.004600525, 0.0068893433, -1.0, -0.00223732, -1.0, -1.0, -3.5625, -1.0, -1.0, 0.0020809174, -0.018692017, -1.0, -0.0049858093, -0.015075684, -1.0]","[0.0016889572, 0.0047683716, 0.0012149811, 0.0019626617, -1.0, 0.0016002655, 0.0015439987, 0.0014533997, 0.045196533, 0.004272461, -1.0, -1.0, 0.003479004, 0.0039978027, -1.0, 0.0038146973, -1.0, -1.0, 0.087646484, -1.0, -1.0, 0.007633209, 0.014556885, -1.0, 0.008346558, 0.011619568, -1.0]","[0.00043153763, -0.0057754517, -0.0028514862, 0.0045928955, -1.0, -0.0040245056, -0.0045280457, -0.00067281723, 0.08880615, 0.0014257431, -1.0, -1.0, 0.006225586, -0.0064048767, -1.0, 0.0008625984, -1.0, -1.0, -0.038330078, -1.0, -1.0, -0.00011688471, 0.0045700073, -1.0, 0.008872986, -0.0126953125, -1.0]","[0.0017642975, 0.0038414001, 0.0020523071, 0.0023174286, -1.0, 0.002090454, 0.0016422272, 0.0023288727, 0.056365967, 0.004333496, -1.0, -1.0, 0.0039711, 0.0044021606, -1.0, 0.004550934, -1.0, -1.0, 0.15600586, -1.0, -1.0, 0.00844574, 0.013252258, -1.0, 0.009757996, 0.011016846, -1.0]","[0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.0, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.0, 0.0, 0.13952637, 0.13952637, 0.0, 0.13952637, 0.0, 0.0, 0.13952637, 0.0, -0.0, 0.13952637, 0.13952637, 0.0, 0.13952637, 0.13952637, 0.13952637]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99609375, 0.99609375, 1.0, 1.0, 0.99609375, 1.0, 0.99609375, 0.99609375, 1.0, 0.99609375, 0.99609375, 1.0, 1.0, 0.9453125, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99609375, 0.99609375, 1.0, 1.0, 0.99609375, 1.0, 0.99609375, 0.99609375, 1.0, 0.99609375, 0.99609375, 1.0, 1.0, 0.9453125, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.0, 0.0, -1.0, 1.0, 1.0, 0.0, 1.0, 0.0, -1.0, -1.0, 1.0, 0.0, -1.0, 1.0, -1.0, -1.0, 2.0, -1.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -1.0]","[0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, 0.0, -1.0, -1.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -1.0]","[1, 1, -1, -1, 0, 1, 1, 1, -1, -1, 0, 0, -1, -1, 0, -1, 0, 0, 1, 0, 0, 1, -1, 0, -1, 1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, 0, -1, -1, -1, -1]","[211, 211, -211, -211, 22, 211, 211, 211, -211, -211, 22, 130, -211, -211, 130, -211, 22, 22, 211, 130, 22, 211, -211, 22, -211, 211, -211]","[7, 6, 7, 7, 7, 7, 6, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 1]",0.0,"[5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 0, 0, 5, 5, 0, 5, 0, 0, 5, 0, 0, 5, 5, 0, 5, 5, 0]"
2,"[0.014654444, 0.01235778, 0.1075492, 0.06938038, 0.027713714, 0.053313345, 0.026637454, 0.21263838, 0.07210947, 0.0613853, 0.004194534, 0.05615775, 0.0057800966, 0.034286592, 0.017364314, 0.014673662, 0.011608241, 0.011598632, 0.011502537, 0.009888146, 0.00898966, 0.007874962, 0.007211908, 0.007192689, 0.0068563577, 0.0067506535, 0.0057128305, 0.0048623923, 0.0045212563, 0.0042882264, 0.0041104513, 0.0039494927, 0.0039182617, 0.0033489007, 0.0032287822, 0.0030221788, 0.0025729358, 0.0022690364, 0.0022257937, 0.0020984684, 0.0020107818, 0.0013297106]","[0.036865234, -0.0925293, -0.039794922, -0.021972656, 0.0043945312, 0.030029297, -0.067871094, -0.060058594, 0.0, 0.0390625, -0.07470703, -0.040771484, 0.0063476562, -0.016113281, 0.72143555, 0.28930664, 0.16577148, 0.44360352, 0.16503906, -0.2980957, 0.23632812, -0.24243164, -0.22143555, -0.5361328, 0.42651367, -0.26123047, -0.24414062, 0.32641602, -0.7368164, -0.15332031, 0.36547852, 0.13647461, 0.34838867, -0.16381836, 0.36743164, -0.041992188, 0.2211914, 0.6320801, -0.2397461, 0.04638672, 0.39916992, -0.08129883]","[-0.0015869141, 0.034301758, 0.008666992, 0.0033569336, -0.0052490234, -0.03125, 0.040527344, 0.007751465, 0.005004883, 0.00024414062, -0.041137695, -0.06970215, -0.10760498, -0.079589844, 6.1035156e-05, 0.2919922, -0.5210571, -0.6014404, 0.3864746, -0.15411377, 0.54211426, -0.3190918, 0.0009765625, -0.4998169, 0.12567139, 0.20166016, 0.09069824, -0.36505127, 0.12530518, 0.59558105, -0.24127197, 0.41333008, 0.3626709, -0.040039062, -0.26031494, 0.37890625, -0.265625, -0.11199951, 0.5418701, -0.539917, -0.3461914, 0.37194824]","[-1.1269531, 0.003211975, -8.279085e-05, -0.0022258759, -0.0005555153, 0.004627228, -1.0, -1.0, -1.0, -1.0, -1.0, 0.004814148, -0.008460999, -1.0, 0.001039505, 0.00217247, 0.002735138, -0.0040397644, 0.0008831024, -1.0, -0.0038337708, -1.0, -1.0, 0.0007328987, -0.008308411, 0.0036907196, -1.0, 0.0072898865, 0.38623047, 0.002790451, -0.004016876, 0.005428314, 0.010383606, 0.007709503, -1.0, -0.0024909973, -0.0010976791, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.040374756, 0.0034656525, 0.0015649796, 0.0017414093, 0.004184723, 0.0017061234, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0024433136, 0.005004883, -1.0, 0.0021266937, 0.003522873, 0.0034713745, 0.003955841, 0.0027980804, -1.0, 0.00440979, -1.0, -1.0, 0.004962921, 0.0053215027, 0.0047302246, -1.0, 0.0059928894, 0.016143799, 0.0077781677, 0.007068634, 0.0063705444, 0.007686615, 0.008338928, -1.0, 0.009399414, 0.011146545, -1.0, -1.0, -1.0, -1.0, -1.0]","[-0.024139404, -0.0071144104, 0.00013065338, -0.0063095093, -0.001282692, -0.0016441345, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0006952286, -0.008888245, -1.0, 0.0060272217, 0.007675171, 0.00340271, -0.0009822845, -0.0053482056, -1.0, 0.011711121, -1.0, -1.0, 0.0050239563, -0.004180908, -0.00018453598, -1.0, 0.008796692, 0.13439941, -0.0009870529, 0.007671356, -0.0009241104, 0.0054016113, 0.0107421875, -1.0, 0.19018555, 0.0017642975, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.066589355, 0.0024738312, 0.0011425018, 0.0038852692, 0.0037956238, 0.0012178421, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0023345947, 0.0063171387, -1.0, 0.0040740967, 0.0050582886, 0.0025253296, 0.003107071, 0.0034370422, -1.0, 0.004398346, -1.0, -1.0, 0.006465912, 0.006126404, 0.00484848, -1.0, 0.007369995, 0.015579224, 0.007949829, 0.008415222, 0.006828308, 0.007160187, 0.010292053, -1.0, 0.009101868, 0.010719299, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.0, -3.5762787e-07, -5.9604645e-08, -5.9604645e-08, 0.0, 0.13952637, 0.13952637, -5.9604645e-08, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, -0.0, 0.13952637, 0.0, -0.0, 0.13952637, 0.13952637, 0.13952637, 0.0, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.0, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.13952637]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99609375, 0.99609375, 1.0, 1.0, 0.99609375, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99609375, 1.0, 0.99609375, 0.99609375, 1.0, 1.0, 1.0, 0.99609375, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98046875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99609375, 0.99609375, 1.0, 1.0, 0.99609375, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99609375, 1.0, 0.99609375, 0.99609375, 1.0, 1.0, 1.0, 0.99609375, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98046875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, -1.0, 1.0, 2.0, 2.0, 0.0, 1.0, -1.0, 0.0, -1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, -1.0, 1.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[1, 1, -1, -1, 1, -1, 0, 0, 0, 0, 0, 1, -1, 0, -1, 1, 1, -1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, -1, -1, -1, -1, 1, 0, 1, 1, -1, 1, 1, 1, -1]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1]","[211, 211, -211, -211, 211, -211, 22, 22, 22, 22, 22, 211, -211, 22, -211, 211, 211, -211, 211, 130, 211, 22, 22, 211, 211, 211, 22, 211, 211, -211, -211, -211, -211, 211, 22, 211, 211, -211, 211, 211, 211, -211]","[1, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 4, 5, 7, 7, 5, 6, 7]",0.0,"[5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 5, 5, 0, 5, 5, 5, 5, 5, 0, 5, 0, 0, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 0, 0, 0, 0, 0]"
3,"[0.08552632, 0.16179337, 0.07358675, 0.025782773, 0.14035088, 0.05168738, 0.003689236, 0.0057641934, 0.0018389071, 0.013957419, 0.0044925683, 0.03396077, 0.029894615, 0.07925195, 0.009548611, 0.012967532, 0.0074698464, 0.014307688, 0.00606116, 0.0030629416, 0.006205836, 0.018746953, 0.013523391, 0.009023209, 0.008071394, 0.0063923914, 0.006110654, 0.0041270712, 0.0026574684, 0.002632721, 0.0023300438, 0.0018627025, 0.009015595]","[-0.04309082, -0.03955078, 0.07702637, 0.07727051, -0.008422852, 0.13354492, 0.20019531, 0.07556152, 0.17919922, 0.064331055, 0.11987305, -0.08093262, -0.03100586, -0.09399414, -0.068847656, -0.103393555, -0.025512695, -0.0063476562, 0.008422852, -0.0032958984, -0.07067871, 0.31274414, 0.27978516, -0.40045166, -0.24121094, 0.16674805, 0.31103516, -0.03479004, 0.118652344, 0.31762695, -0.38964844, 0.25585938, -0.3795166]","[0.05126953, 0.018066406, 0.010986328, 0.080322266, 0.072021484, 0.041259766, 0.040039062, 0.03857422, 0.008056641, 0.0073242188, -0.009765625, -0.084228516, -0.09277344, -0.1274414, -0.1730957, -0.037597656, -0.038330078, -0.083740234, -0.11035156, -0.203125, -0.2097168, -0.1508789, 0.043701172, 0.015380859, -0.29248047, -0.26367188, -0.26757812, -0.4169922, 0.50390625, -0.30126953, -0.061035156, 0.16455078, 0.50341797]","[0.0025787354, -0.001666069, 0.010185242, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.001077652, -0.0004043579, -0.004337311, 8.046627e-05, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.019302368, -0.011169434, -1.0, -1.0, -1.0, -1.0]","[0.0015821457, 0.0012903214, 0.0016765594, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0017824173, 0.0018920898, 0.0015354156, 0.0032424927, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.006286621, 0.014640808, -1.0, -1.0, -1.0, -1.0]","[-0.003786087, 0.0093688965, -0.016708374, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0010623932, -0.0016670227, 0.012039185, 0.0034294128, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.0064353943, -0.07556152, -1.0, -1.0, -1.0, -1.0]","[0.0018424988, 0.0018587112, 0.0020065308, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0031204224, 0.0022335052, 0.0019397736, 0.004135132, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.006652832, 0.0138168335, -1.0, -1.0, -1.0, -1.0]","[0.13952637, 0.13952637, 0.13952637, 2.3841858e-07, 0.0, 0.0, 0.0, -0.0, 0.0, -5.9604645e-08, 0.0, 0.13952637, 0.13952637, 0.13952637, 0.13952637, 0.0, 0.0, 5.9604645e-08, 0.0, 0.0, -0.0, 0.0, 5.9604645e-08, -5.9604645e-08, 0.0, 0.0, 0.0, 0.13952637, 0.13952637, -0.0, 0.0, 0.0, -1.1920929e-07]","[1.0, 1.0, 1.0, 0.99609375, 1.0, 0.99609375, 0.99609375, 1.0, 0.99609375, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 1.0, 1.0, 0.99609375, 0.99609375, 0.99609375, 0.007843018]","[1.0, 1.0, 1.0, 0.99609375, 1.0, 0.99609375, 0.99609375, 1.0, 0.99609375, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 0.99609375, 1.0, 1.0, 0.99609375, 0.99609375, 0.99609375, 0.007843018]","[0.0, 0.0, 1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 0.0, -1.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0]","[1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[211, -211, -211, 22, 130, 130, 22, 22, 22, 22, 22, -211, 211, 211, -211, 22, 22, 22, 22, 22, 22, 130, 130, 130, 130, 22, 22, 211, -211, 22, 22, 22, 130]","[7, 6, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7]",0.0,"[5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0]"
